"address_detail_pid","address","postcode","mb_code16","lga_code","ste_name16","geom"
GAVIC422027767,"12 Leicester Court","3350","20011131000","20570",Victoria,POINT (143.79549507 -37.55495396)
GAVIC424096261,"6 Maxwell Street","3352","20632002280","20570",Victoria,POINT (143.71326808 -37.5183995)
GAVIC720296733,"100 Shortridge Drive","3350","20631937720","20570",Victoria,POINT (143.77268482 -37.54074026)
GAVIC420057670,"41 Victory Avenue","3350","20010170000","20570",Victoria,POINT (143.80882291 -37.55625741)
GAVIC422113943,"11 Southdown Court","3350","20011132000","20570",Victoria,POINT (143.79732555 -37.5551324)
GAVIC421872068,"8 Harding Grove","3352","20631923150","20570",Victoria,POINT (143.70697787 -37.51367216)
GAVIC424676310,"13 Oberon Street","3350","20632005810","20570",Victoria,POINT (143.78894631 -37.55847471)
GAVIC424072517,"9 Arthur Street","3350","20009300000","20570",Victoria,POINT (143.81485197 -37.5568614)
GAVIC424535855,"97 Dyson Drive","3350","20631969950","20570",Victoria,POINT (143.78514222 -37.55607591)
GAVIC419774367,"10 Hume Crescent","3350","20009820000","20570",Victoria,POINT (143.80388432 -37.55538865)
GAVIC411709402,"4 Taunton Place","3355","20011260000","20570",Victoria,POINT (143.81197236 -37.54507286)
GAVIC421182814,"204 Windermere Street","3350","20005590000","20570",Victoria,POINT (143.84485777 -37.56540901)
GAVIC421507403,"2/506 Wendouree Parade","3350","20005910000","20570",Victoria,POINT (143.83018716 -37.54255976)
GAVIC421440446,"1306 Dana Street","3350","20005960000","20570",Victoria,POINT (143.84030421 -37.5619589)
GAVIC420322755,"1353 Gregory Street","3350","20006120000","20570",Victoria,POINT (143.83346625 -37.54252457)
GAVIC419718313,"112 Webster Street","3350","20006140000","20570",Victoria,POINT (143.84727446 -37.55615011)
GAVIC414306706,"77 Lake Gardens Avenue","3355","20012482000","20570",Victoria,POINT (143.81110156 -37.54567469)
GAVIC421815071,"409 South Street","3350","20006220000","20570",Victoria,POINT (143.84803197 -37.56962734)
GAVIC420330873,"1 Martin Avenue","3350","20005900000","20570",Victoria,POINT (143.8414371 -37.54442917)
GAVIC421213706,"5 Claxton Street","3350","20005860000","20570",Victoria,POINT (143.85342781 -37.55603836)
GAVIC419665246,"18 Queen Street","3350","20004822000","20570",Victoria,POINT (143.87787485 -37.56335991)
GAVIC423965944,"407 Clissold Street","3350","20631966960","20570",Victoria,POINT (143.87626459 -37.55364201)
GAVIC419666985,"240 York Street","3350","20008221000","20570",Victoria,POINT (143.87616085 -37.56849234)
GAVIC419952950,"24 Rodier Street","3350","20008710000","20570",Victoria,POINT (143.88278098 -37.56279141)
GAVIC411617051,"62 Wicklow Drive","3350","20012210000","20570",Victoria,POINT (143.85513194 -37.52251957)
GAVIC423821552,"165 Bogong Avenue","3350","20012190000","20570",Victoria,POINT (143.85326211 -37.52481524)
GAVIC421551692,"7 Ford Street","3350","20004390000","20570",Victoria,POINT (143.8730335 -37.56492721)
GAVIC411594587,"53 Wicklow Drive","3350","20012220000","20570",Victoria,POINT (143.85500974 -37.52303965)
GAVIC421806934,"704 Nicholson Street","3350","20005740000","20570",Victoria,POINT (143.86833115 -37.54700276)
GAVIC424250560,"211 Daylesford Road","3350","20631983750","20570",Victoria,POINT (143.91665023 -37.54932156)
GAVIC421626135,"12 Rowlands Street","3356","20013550000","20570",Victoria,POINT (143.8359896 -37.59023076)
GAVIC422122485,"169 Albert Street","3356","20014700000","20570",Victoria,POINT (143.84142991 -37.59631795)
GAVIC411920722,"1161 Geelong Road","3350","20014740000","20570",Victoria,POINT (143.86953156 -37.60103653)
GAVIC412267669,"84 Yarrowee Street","3356","20014880000","20570",Victoria,POINT (143.84273391 -37.59080751)
GAVIC421819410,"803 Tress Street","3350","20009000000","20570",Victoria,POINT (143.85683766 -37.57780451)
GAVIC421788481,"6 Wills Court","3356","20014620000","20570",Victoria,POINT (143.84357958 -37.58804616)
GAVIC419663196,"714 Barkly Street","3350","20008360000","20570",Victoria,POINT (143.85663034 -37.57458451)
GAVIC421922595,"201 Campbells Crescent","3350","20009260000","20570",Victoria,POINT (143.8446096 -37.58113309)
GAVIC423123475,"2/204 Larter Street","3350","20631905740","20570",Victoria,POINT (143.87245155 -37.5727859)
GAVIC420054056,"118 Yarana Drive","3350","20631911710","20570",Victoria,POINT (143.87420625 -37.62509463)
GAVIC420056830,"8/1203 Warrenheip Street","3357","20012910000","20570",Victoria,POINT (143.88246714 -37.65790576)
GAVIC421351648,"10 Forest Street","3357","20631912550","20570",Victoria,POINT (143.89287154 -37.6506032)
GAVIC421040610,"1022 Cornish Street","3357","20014430000","20570",Victoria,POINT (143.8888877 -37.65176798)
GAVIC424476062,"408 Simpson Street","3357","20013410000","20570",Victoria,POINT (143.88146459 -37.65331231)
GAVIC423383122,"116 Greenhill Road","3350","20015321000","20570",Victoria,POINT (143.88737829 -37.61734943)
GAVIC424512758,"102 Cornish Street","3357","20015270000","20570",Victoria,POINT (143.89064299 -37.645769)
GAVIC420883931,"1106 Winter Street","3357","20013400000","20570",Victoria,POINT (143.87856619 -37.65755861)
GAVIC421909080,"6/405 Eyre Street","3357","20014730000","20570",Victoria,POINT (143.88352014 -37.64859976)
GAVIC421178595,"104 Herriott Street","3357","20013890000","20570",Victoria,POINT (143.88913703 -37.65618621)
GAVIC423110767,"65/18 Cooinda Drive","3356","20631942430","20570",Victoria,POINT (143.81914034 -37.59206776)
GAVIC424583092,"20 Holstein Close","3356","20631944290","20570",Victoria,POINT (143.81847266 -37.59127812)
GAVIC424359605,"804 La Trobe Street","3356","20006170000","20570",Victoria,POINT (143.82821276 -37.57155099)
GAVIC419705478,"6 Lawanna Court","3356","20014980000","20570",Victoria,POINT (143.82534821 -37.58322877)
GAVIC425006869,"29 Ascot Gardens Drive","3356","20631971710","20570",Victoria,POINT (143.82118324 -37.5942862)
GAVIC419718373,"226 Park Street","3356","20005160000","20570",Victoria,POINT (143.8255114 -37.57039769)
GAVIC423111601,"46 Greenhalghs Road","3356","20014511000","20570",Victoria,POINT (143.82053156 -37.58586661)
GAVIC421522569,"11 Woolway Court","3356","20013700000","20570",Victoria,POINT (143.81788537 -37.58717971)
GAVIC424256098,"26 Jordan Avenue","3356","20014513000","20570",Victoria,POINT (143.82388416 -37.58526129)
GAVIC420925938,"529 Wiltshire Lane","3356","20015040000","20570",Victoria,POINT (143.80713566 -37.58918519)
GAVIC424496215,"144 Kent Drive","3351","20202600000","22490",Victoria,POINT (143.70145464 -37.60349653)
GAVIC422132247,"38 Burgess Road","3351","20201810000","22490",Victoria,POINT (143.77165126 -37.64321496)
GAVIC420314724,"151 Hendersons Road","3351","20202050000","22490",Victoria,POINT (143.77641999 -37.60541989)
GAVIC421796886,"350 Lacys Road","3351","20201940000","22490",Victoria,POINT (143.78771087 -37.64095525)
GAVIC419710903,"6 Millar Court","3351","20201780000","22490",Victoria,POINT (143.71524492 -37.61406194)
GAVIC421505359,"36 Heather Close","3351","20201790000","22490",Victoria,POINT (143.7865176 -37.60528076)
GAVIC421996075,"175 Bells Road","3351","20201990000","22490",Victoria,POINT (143.79476286 -37.60497745)
GAVIC422302436,"98 Kirkwood Drive","3351","20201850000","22490",Victoria,POINT (143.75701893 -37.62014831)
GAVIC422393907,"112 Finchs Road","3351","20202540000","22490",Victoria,POINT (143.74990255 -37.59569976)
GAVIC420314798,"39 Stephen Street","3351","20202490000","22490",Victoria,POINT (143.68075358 -37.6095647)
GAVIC422164533,"25 Lindsays Road","3355","20011021000","20570",Victoria,POINT (143.80127147 -37.50336159)
GAVIC420371928,"8 Langstaffe Drive","3355","20010712000","20570",Victoria,POINT (143.83369616 -37.52086951)
GAVIC422143353,"18 Dundas Place","3352","20631912810","20570",Victoria,POINT (143.79622657 -37.47822139)
GAVIC424638100,"1320 Howitt Street","3355","20012626000","20570",Victoria,POINT (143.82404606 -37.53913527)
GAVIC424786585,"40 Normlyttle Parade","3352","20631937620","20570",Victoria,POINT (143.80281733 -37.50068126)
GAVIC424968098,"1 Langham Road","3355","20010711000","20570",Victoria,POINT (143.83074015 -37.52012813)
GAVIC419777586,"1 Poplar Street","3355","20010490000","20570",Victoria,POINT (143.84013019 -37.53685122)
GAVIC421548151,"7 Pickford Street","3355","20010640000","20570",Victoria,POINT (143.83570846 -37.52741785)
GAVIC419768673,"6 Bogart Drive","3355","20011200000","20570",Victoria,POINT (143.83803285 -37.53335579)
GAVIC420053043,"1/1 Theobald Street","3355","20010200000","20570",Victoria,POINT (143.83278787 -37.52348426)
GAVIC420871433,"61 Greendale-Myrniong Road","3341","20631985980","25150",Victoria,POINT (144.30507908 -37.56308279)
GAVIC421518174,"19 Pine Court","3341","20459690000","25150",Victoria,POINT (144.30687308 -37.52329979)
GAVIC423220211,"120 Inglis Street","3342","20459991000","25150",Victoria,POINT (144.22685969 -37.59993559)
GAVIC410910403,"17 Terrill Street","3458","20631923310","25150",Victoria,POINT (144.3072969 -37.47296626)
GAVIC421823491,"20 Edols Street","3342","20459770000","25150",Victoria,POINT (144.23503943 -37.60230762)
GAVIC720058874,"10 Flack Street","3342","20631908180","25150",Victoria,POINT (144.22443143 -37.59123052)
GAVIC421786572,"62 Atkinson Street","3342","20459370000","25150",Victoria,POINT (144.22892439 -37.60349391)
GAVIC424365778,"6 Roch Court","3342","20459930000","25150",Victoria,POINT (144.22588005 -37.59757735)
GAVIC423795289,"14 Lyon Place","3342","20631908200","25150",Victoria,POINT (144.23448244 -37.59123683)
GAVIC420307097,"14 Atkinson Street","3342","20631910550","25150",Victoria,POINT (144.23673041 -37.60348678)
GAVIC424964020,"25 Cemetery Road","3370","20274060000","22910",Victoria,POINT (143.75991149 -37.29245328)
GAVIC424538377,"3 Hannah Street","3370","20273930000","22910",Victoria,POINT (143.7842775 -37.29506482)
GAVIC424066395,"14/5 Moore Street","3363","20274580000","22910",Victoria,POINT (143.89690167 -37.42056262)
GAVIC421886779,"73 Bute Close","3370","20273820000","22910",Victoria,POINT (143.76895028 -37.28386422)
GAVIC421229229,"19 Smyth Street","3364","20274040000","22910",Victoria,POINT (143.92339266 -37.37287112)
GAVIC719763341,"109 Pasco Street","3363","20274540000","22910",Victoria,POINT (143.88947828 -37.40856293)
GAVIC420436214,"24 Reed Street","3363","20273730000","22910",Victoria,POINT (143.88685461 -37.42698081)
GAVIC422028220,"46 Haines Street","3363","20274000000","22910",Victoria,POINT (143.89292546 -37.41409979)
GAVIC421771839,"25 Albert Street","3370","20273832000","22910",Victoria,POINT (143.78996738 -37.28718286)
GAVIC414280034,"19 Semmens Avenue","3363","20274470000","22910",Victoria,POINT (143.89624254 -37.430345)
GAVIC421184962,"39 Collins Road","3461","20272780000","22910",Victoria,POINT (144.24860225 -37.30190239)
GAVIC421541877,"18 Mineral Springs Crescent","3461","20272190000","22910",Victoria,POINT (144.13878847 -37.30856822)
GAVIC419748989,"6 Blue Mount Road","3458","20272120000","22910",Victoria,POINT (144.31803294 -37.38900138)
GAVIC414326832,"57 Hepburn Road","3460","20272170000","22910",Victoria,POINT (144.14146692 -37.32492266)
GAVIC421810812,"32 Cosmo Road","3458","20272661000","22910",Victoria,POINT (144.32076694 -37.39271159)
GAVIC424629048,"165 Ridge Road","3461","20272930000","22910",Victoria,POINT (144.12732424 -37.36330548)
GAVIC421561146,"30 Park Street","3458","20273310000","22910",Victoria,POINT (144.31914599 -37.39327334)
GAVIC421567136,"145 Woodduck Drive","3461","20272300000","22910",Victoria,POINT (144.22178752 -37.33251181)
GAVIC425098133,"41 Albert Street","3460","20272020000","22910",Victoria,POINT (144.14036308 -37.34082484)
GAVIC422148631,"5 Geake Street","3460","20271951000","22910",Victoria,POINT (144.14895534 -37.33032711)
GAVIC420592019,"8 Nightingale Street","3345","20459350000","25150",Victoria,POINT (144.11140732 -37.58711321)
GAVIC411502140,"12 Tennyson Street","3345","20459780000","25150",Victoria,POINT (144.10336694 -37.57917562)
GAVIC423764204,"33 Malones Road","3352","20459480000","25150",Victoria,POINT (144.10014507 -37.62181541)
GAVIC423503534,"243 Bungaree-Wallace Road","3352","20460340000","25150",Victoria,POINT (143.99581114 -37.55883373)
GAVIC423108797,"5 Tanner Lane","3352","20460001000","25150",Victoria,POINT (144.10501355 -37.63063922)
GAVIC422081741,"720 Bungaree-Wallace Road","3352","20460280000","25150",Victoria,POINT (144.04901122 -37.55556596)
GAVIC419954828,"50 Main Road","3352","20459510000","25150",Victoria,POINT (144.10465211 -37.62624678)
GAVIC420247889,"37 Water Tank Road","3352","20460002000","25150",Victoria,POINT (144.1095731 -37.62935178)
GAVIC422121609,"81 Yendon-Lal Lal Road","3352","20460110000","25150",Victoria,POINT (143.98007363 -37.64237172)
GAVIC420836518,"6 Russell Street","3345","20459210000","25150",Victoria,POINT (144.10220264 -37.58546108)
GAVIC423387508,"54 Rutherford Street","3467","20533520000","25990",Victoria,POINT (143.4767198 -37.09358603)
GAVIC421159696,"48 Davy Street","3467","20533460000","25990",Victoria,POINT (143.48127923 -37.09208004)
GAVIC421793077,"23 Burke Street","3384","20533800000","25990",Victoria,POINT (143.13441833 -37.00915371)
GAVIC421893647,"10 Redbank-Barkly Road","3477","20533930000","25990",Victoria,POINT (143.32225331 -36.93555973)
GAVIC421275969,"23 Mckay Street","3469","20003600000","20260",Victoria,POINT (143.25391284 -37.18177073)
GAVIC422400634,"32 Homebush Road","3467","20533670000","25990",Victoria,POINT (143.47946937 -37.07809584)
GAVIC421893643,"23 North Street","3467","20534030000","25990",Victoria,POINT (143.4739892 -37.08336444)
GAVIC421815274,"40 Brooke Street","3478","20533490000","25990",Victoria,POINT (143.3209613 -36.98857373)
GAVIC421923086,"334 High Street","3467","20533420000","25990",Victoria,POINT (143.46767941 -37.069702)
GAVIC420691110,"69 Orme Street","3467","20534010000","25990",Victoria,POINT (143.46623187 -37.08952581)
GAVIC425283768,"24 Pratt Street","3373","20534400000","25990",Victoria,POINT (143.38329731 -37.42770024)
GAVIC414306564,"6 South Street","3373","20534130000","25990",Victoria,POINT (143.38188034 -37.43437748)
GAVIC410833875,"15 Leichardt Street","3373","20534290000","25990",Victoria,POINT (143.38542398 -37.43143633)
GAVIC419669568,"238 Raglan-Elmhurst Road","3373","20534220000","25990",Victoria,POINT (143.33984726 -37.36489273)
GAVIC424883758,"52 Mag Dam Road","3351","20534350000","25990",Victoria,POINT (143.5900714 -37.6223541)
GAVIC422324122,"959 Smythesdale-Snake Valley Road","3351","20534260000","25990",Victoria,POINT (143.59136538 -37.6159243)
GAVIC420441724,"19 Park Road","3373","20534703000","25990",Victoria,POINT (143.38182234 -37.43742508)
GAVIC421267401,"58 Snake Valley-Chepstowe Road","3351","20534300000","25990",Victoria,POINT (143.5781342 -37.61082475)
GAVIC422304597,"767 Linton-Carngham Road","3351","20534530000","25990",Victoria,POINT (143.58580924 -37.62176171)
GAVIC424971946,"30 Stuart Street","3373","20534380000","25990",Victoria,POINT (143.37599654 -37.4312762)
GAVIC421787158,"481 Browns Road","3351","20202280000","22490",Victoria,POINT (143.67775231 -37.68949294)
GAVIC423380440,"25 Brooke Street","3351","20202440000","22490",Victoria,POINT (143.68269447 -37.64684386)
GAVIC421846366,"130 Grevillea Drive","3352","20201860000","22490",Victoria,POINT (143.80764936 -37.73510927)
GAVIC420246344,"17 Adair Street","3360","20201950000","22490",Victoria,POINT (143.56258704 -37.68298309)
GAVIC422275407,"8 Baglin Street","3351","20202190000","22490",Victoria,POINT (143.68102868 -37.65609644)
GAVIC421786109,"40 Gorman Court","3351","20202071000","22490",Victoria,POINT (143.67516722 -37.66813515)
GAVIC421918855,"76 Melaleuca Road","3352","20202060000","22490",Victoria,POINT (143.80306165 -37.73019061)
GAVIC419959100,"27 Sussex Street","3360","20201980000","22490",Victoria,POINT (143.56515478 -37.6836997)
GAVIC420079309,"51 Briardale Avenue","3352","20201870000","22490",Victoria,POINT (143.80032944 -37.72482221)
GAVIC421569599,"274 Gladstone Street","3465","20130270000","21670",Victoria,POINT (143.73758377 -37.03571225)
GAVIC421786279,"34 Holyrood Street","3465","20129880000","21670",Victoria,POINT (143.73985177 -37.03850994)
GAVIC421850483,"6 Daly Street","3465","20130260000","21670",Victoria,POINT (143.73057204 -37.03610911)
GAVIC421288938,"31 Spring Street","3465","20130570000","21670",Victoria,POINT (143.75275882 -37.0439291)
GAVIC421859554,"42 High Street","3465","20129380000","21670",Victoria,POINT (143.73377043 -37.04963604)
GAVIC420052668,"99 Nelson Street","3465","20130560000","21670",Victoria,POINT (143.74409469 -37.06096203)
GAVIC420373784,"12 Holyrood Street","3465","20130070000","21670",Victoria,POINT (143.74384411 -37.0394569)
GAVIC719763040,"96 Queens Avenue","3465","20130550000","21670",Victoria,POINT (143.74257863 -37.0593263)
GAVIC421555804,"11 Barry Street","3465","20129460000","21670",Victoria,POINT (143.72946299 -37.03993188)
GAVIC420055890,"14 Logan Street","3465","20129960000","21670",Victoria,POINT (143.74321062 -37.05438625)
GAVIC421167788,"46 Simson Street","3464","20130650000","21670",Victoria,POINT (143.81754519 -37.04837577)
GAVIC422279627,"52 Broadway ","3472","20130940000","21670",Victoria,POINT (143.73368585 -36.86133286)
GAVIC422279591,"194 Broadway ","3472","20131350000","21670",Victoria,POINT (143.72753351 -36.85479745)
GAVIC420573216,"31 Thompson Street","3472","20130890000","21670",Victoria,POINT (143.7314615 -36.86126578)
GAVIC411037793,"21 Powlett Street","3464","20131110000","21670",Victoria,POINT (143.8114559 -37.04821571)
GAVIC419666774,"21 Deady Road","3465","20131730000","21670",Victoria,POINT (143.80429621 -37.11417425)
GAVIC422141796,"12 Desmond Street","3472","20131320000","21670",Victoria,POINT (143.73292923 -36.8661154)
GAVIC421786857,"5 Cameron Street","3464","20130981000","21670",Victoria,POINT (143.82053956 -37.04495091)
GAVIC421819448,"5 Camp Street","3371","20131000000","21670",Victoria,POINT (143.70089797 -37.1713124)
GAVIC421782007,"15 Gane Street","3371","20131120000","21670",Victoria,POINT (143.7048902 -37.16079046)
GAVIC421854303,"209 Mccrae Street","3550","20205410000","22620",Victoria,POINT (144.28763542 -36.75279903)
GAVIC419955780,"34 Victoria Street","3550","20204190000","22620",Victoria,POINT (144.26481304 -36.75237905)
GAVIC410871919,"4/122 King Street","3550","20631901300","22620",Victoria,POINT (144.27510131 -36.76581515)
GAVIC421797151,"21 Knape Street","3550","20204850000","22620",Victoria,POINT (144.25997103 -36.73698506)
GAVIC420866110,"10 Anderson Street","3550","20204250000","22620",Victoria,POINT (144.27650687 -36.7497585)
GAVIC419960871,"23 Norfolk Street","3550","20204790000","22620",Victoria,POINT (144.2768313 -36.74429521)
GAVIC419951427,"99 Vine Street","3550","20204680000","22620",Victoria,POINT (144.26934072 -36.75830122)
GAVIC421523225,"7 Dooley Street","3550","20206381000","22620",Victoria,POINT (144.28561557 -36.74474404)
GAVIC420879240,"8 William Street","3550","20206272000","22620",Victoria,POINT (144.25921421 -36.74467427)
GAVIC421787468,"11 Wattle View Grove","3556","20207160000","22620",Victoria,POINT (144.26622572 -36.72417382)
GAVIC421519818,"62 Green Street","3556","20207960000","22620",Victoria,POINT (144.26704207 -36.73092056)
GAVIC411271067,"11 Sovereign Court","3556","20206951000","22620",Victoria,POINT (144.24913253 -36.71542626)
GAVIC420248100,"12 Barrell Street","3556","20207070000","22620",Victoria,POINT (144.25848628 -36.72187538)
GAVIC424609914,"102 Averys Road","3556","20631983820","22620",Victoria,POINT (144.27847487 -36.72206732)
GAVIC420290515,"17 Coakes Street","3556","20215181000","22620",Victoria,POINT (144.23231568 -36.70460513)
GAVIC421473002,"101 Wood Street","3556","20207660000","22620",Victoria,POINT (144.25976061 -36.7284646)
GAVIC419716800,"2 Bullock Street","3556","20207390000","22620",Victoria,POINT (144.25084332 -36.72076767)
GAVIC420444434,"15 Lloyd Street","3550","20208540000","22620",Victoria,POINT (144.29685982 -36.75194008)
GAVIC421486870,"35 Houlahan Street","3550","20211000000","22620",Victoria,POINT (144.29949306 -36.77375299)
GAVIC421216151,"19 Bolton Drive","3550","20210360000","22620",Victoria,POINT (144.3060494 -36.77698103)
GAVIC421206458,"14 Albert Avenue","3550","20208060000","22620",Victoria,POINT (144.31815422 -36.76588954)
GAVIC421500750,"5 Marinna Court","3550","20208090000","22620",Victoria,POINT (144.31945936 -36.76313044)
GAVIC421497903,"5 Strickland Road","3550","20209030000","22620",Victoria,POINT (144.29569876 -36.75074959)
GAVIC423929700,"63 Reservoir Road","3550","20209160000","22620",Victoria,POINT (144.31256422 -36.77239737)
GAVIC424895751,"117 Reservoir Road","3550","20209330000","22620",Victoria,POINT (144.31589911 -36.76722854)
GAVIC420094461,"7 Reception Avenue","3550","20209350000","22620",Victoria,POINT (144.31204559 -36.76038729)
GAVIC421494260,"1/112 Murphy Street","3550","20211782000","22620",Victoria,POINT (144.30114711 -36.75331548)
GAVIC419652134,"19 Spring Gully Road","3550","20211650000","22620",Victoria,POINT (144.28556049 -36.78308167)
GAVIC420339757,"46 Spring Gully Road","3550","20210610000","22620",Victoria,POINT (144.28463595 -36.78583293)
GAVIC421575635,"74 Olinda Street","3550","20209780000","22620",Victoria,POINT (144.28127621 -36.76866883)
GAVIC421515769,"20 Francliff Avenue","3550","20210080000","22620",Victoria,POINT (144.2912961 -36.80005629)
GAVIC420321015,"68 Broad Parade","3550","20211500000","22620",Victoria,POINT (144.29192726 -36.80243718)
GAVIC419701103,"1 Carter Street","3550","20211090000","22620",Victoria,POINT (144.28733031 -36.77578344)
GAVIC420882966,"71 Ellis Street","3550","20209120000","22620",Victoria,POINT (144.30000835 -36.77637508)
GAVIC421485521,"37 Keck Street","3550","20208830000","22620",Victoria,POINT (144.29398801 -36.77719387)
GAVIC421513902,"47 Pyke Street","3550","20208940000","22620",Victoria,POINT (144.28306298 -36.76953838)
GAVIC423919465,"258 Carpenter Street","3550","20209930000","22620",Victoria,POINT (144.28324008 -36.78758246)
GAVIC421635717,"3 Timbarra Drive","3555","20213720000","22620",Victoria,POINT (144.24060125 -36.77328889)
GAVIC421206253,"48 Macdougall Road","3555","20208980000","22620",Victoria,POINT (144.26293071 -36.77944324)
GAVIC414399728,"13 Hughes Street","3555","20631968070","22620",Victoria,POINT (144.25443712 -36.76754674)
GAVIC425165187,"37 Mcinnes Street","3555","20631967970","22620",Victoria,POINT (144.24374299 -36.83386202)
GAVIC420633094,"10 Nankoor Street","3555","20205090000","22620",Victoria,POINT (144.24325627 -36.78155894)
GAVIC420620640,"3 Hurling Court","3555","20204950000","22620",Victoria,POINT (144.24246043 -36.78351426)
GAVIC423135044,"9 Caleb Close","3555","20631968090","22620",Victoria,POINT (144.24365602 -36.77960396)
GAVIC422162354,"3 Kronk Street","3555","20213450000","22620",Victoria,POINT (144.23981422 -36.77190143)
GAVIC424031329,"13 Mcinnes Street","3555","20632002930","22620",Victoria,POINT (144.24181954 -36.83254538)
GAVIC425279111,"26 Irontree Close","3555","20631967230","22620",Victoria,POINT (144.23046271 -36.80311611)
GAVIC424622833,"23 Lyndam Avenue","3551","20631915800","22620",Victoria,POINT (144.20650752 -36.75115398)
GAVIC423524340,"110 Carolyn Way","3551","20215823000","22620",Victoria,POINT (144.20004191 -36.74639606)
GAVIC420420804,"11 Patricia Court","3551","20631942880","22620",Victoria,POINT (144.19684666 -36.75655342)
GAVIC419693182,"164 Maiden Gully Road","3551","20215120000","22620",Victoria,POINT (144.2273621 -36.73759144)
GAVIC421824253,"4 Damien Court","3551","20214370000","22620",Victoria,POINT (144.19154613 -36.75596963)
GAVIC424616449,"8 Erin Court","3551","20631932370","22620",Victoria,POINT (144.20603423 -36.75112397)
GAVIC423623155,"3 Braedene Drive","3551","20215341000","22620",Victoria,POINT (144.21974417 -36.75217288)
GAVIC424585082,"19 Marita Drive","3551","20631995000","22620",Victoria,POINT (144.20846478 -36.75011626)
GAVIC423835200,"107 Pioneer Drive","3551","20631942410","22620",Victoria,POINT (144.22802693 -36.75034784)
GAVIC419757799,"62 Wicks Road","3551","20214991000","22620",Victoria,POINT (144.22446677 -36.76415288)
GAVIC424544538,"21 Rathlin Avenue","3551","20631984560","22620",Victoria,POINT (144.34187201 -36.78196129)
GAVIC423240201,"914 Wellington Street","3551","20216672000","22620",Victoria,POINT (144.3544579 -36.80635247)
GAVIC425316143,"203/336 Mcivor Road","3551","20631987260","22620",Victoria,POINT (144.33104263 -36.7637263)
GAVIC420625226,"34 Saxby Drive","3551","20216090000","22620",Victoria,POINT (144.33746695 -36.79676709)
GAVIC421798273,"490 Tannery Lane","3551","20631924510","22620",Victoria,POINT (144.3452825 -36.80885379)
GAVIC422308599,"941 Mcivor Highway","3551","20216180000","22620",Victoria,POINT (144.36568114 -36.77300352)
GAVIC414432358,"21 Tandarri Road","3551","20631975510","22620",Victoria,POINT (144.35121 -36.77874762)
GAVIC424441751,"3 Apsley Lane","3551","20216160000","22620",Victoria,POINT (144.35414093 -36.80462964)
GAVIC423225462,"321 Mcivor Road","3551","20216360000","22620",Victoria,POINT (144.32987384 -36.76176865)
GAVIC425088394,"2/602 Napier Street","3551","20212410000","22620",Victoria,POINT (144.31337922 -36.71943227)
GAVIC421946475,"92 East Road","3551","20211900000","22620",Victoria,POINT (144.34330416 -36.66629779)
GAVIC422334331,"1 Willman Court","3550","20631929560","22620",Victoria,POINT (144.31175424 -36.72357425)
GAVIC421773003,"12 Osullivans Road","3551","20213030000","22620",Victoria,POINT (144.32967159 -36.67938284)
GAVIC425016331,"9 Fitzgerald Road","3551","20631968430","22620",Victoria,POINT (144.34689321 -36.66255213)
GAVIC425031362,"60 Waratah Road","3551","20631933220","22620",Victoria,POINT (144.34492881 -36.66405296)
GAVIC421458911,"2 Plumridge Street","3550","20212883000","22620",Victoria,POINT (144.30737561 -36.73000264)
GAVIC423147125,"14 Londonderry Way","3551","20212980000","22620",Victoria,POINT (144.30255481 -36.71242069)
GAVIC424532342,"12 Botheras Court","3551","20631995270","22620",Victoria,POINT (144.31038486 -36.70817844)
GAVIC425029071,"252 Station Street","3551","20631967990","22620",Victoria,POINT (144.32405508 -36.69065622)
GAVIC420036607,"15 Cathcart Street","3515","20631933080","22620",Victoria,POINT (144.13180149 -36.73369276)
GAVIC424918974,"61 Torrens Street","3515","20631996270","22620",Victoria,POINT (144.13745782 -36.7344931)
GAVIC424064237,"4 Jean Court","3515","20631975610","22620",Victoria,POINT (144.13224389 -36.73001153)
GAVIC421239686,"186 Nankervis Road","3551","20216350000","22620",Victoria,POINT (144.3004125 -36.83038189)
GAVIC421486915,"52 Nankervis Road","3551","20216000000","22620",Victoria,POINT (144.30626535 -36.81885334)
GAVIC420902012,"351 Nankervis Road","3551","20218120000","22620",Victoria,POINT (144.29019034 -36.84192874)
GAVIC424783388,"160 Hamilton Way","3551","20631975600","22620",Victoria,POINT (144.13631568 -36.88381459)
GAVIC720231793,"67 Pembroke Drive","3515","20631992000","22620",Victoria,POINT (144.14172332 -36.74165454)
GAVIC421504682,"14 Corrard Court","3551","20631936700","22620",Victoria,POINT (144.16153387 -36.83439957)
GAVIC421472299,"37 Nankervis Road","3551","20216660000","22620",Victoria,POINT (144.30723379 -36.81776682)
GAVIC420059434,"4 Roberts Avenue","3450","20504710000","25430",Victoria,POINT (144.20808923 -37.07105111)
GAVIC421864902,"7 Kaweka Street","3450","20504570000","25430",Victoria,POINT (144.22399432 -37.05206687)
GAVIC419968856,"1 Gainsborough Street","3450","20505272000","25430",Victoria,POINT (144.20866288 -37.07323807)
GAVIC414324689,"136 Neates Road","3451","20505500000","25430",Victoria,POINT (144.19565462 -37.08812441)
GAVIC421814412,"68 Farnsworth Street","3450","20505260000","25430",Victoria,POINT (144.20959309 -37.06307562)
GAVIC420291523,"45 Berkeley Street","3450","20504660000","25430",Victoria,POINT (144.22231138 -37.06002527)
